ID	population	condition	GC_pct	Five_Prime_Bias	library_batch	experiment_date	age	Pct_European_Ancestry
EIP@MKCDZRXHAO-2	AFB	LPS	47.3	-0.147501399567396	1/13/14 17:48	8/8/13	26	1e-05
EIP@MKCDZRXHAO-3	AFB	PAM3CSK4	46.23	-0.184369128614751	4/3/14 14:22	8/8/13	26	1e-05
EIP@MKCDZRXHAO-4	AFB	R848	47.32	-0.128107924773338	1/13/14 17:48	8/8/13	26	1e-05
EIP@MKCDZRXHAO-5	AFB	IAV	47.69	-0.119487699833756	1/13/14 17:48	8/8/13	26	1e-05
EIP@OZWHJCJAAV-1	AFB	NS	48.7	-0.146391268860442	2/11/14 10:14	8/8/13	28	1e-05
EIP@OZWHJCJAAV-3	AFB	PAM3CSK4	47.7940855105313	-0.157341065509913	1/22/14 17:19	8/8/13	28	1e-05
EIP@OZWHJCJAAV-4	AFB	R848	47.43	-0.148372278198949	2/6/14 14:18	8/8/13	28	1e-05
EIP@OZWHJCJAAV-5	AFB	IAV	47.4611444097205	-0.155094936765961	2/11/14 18:08	8/8/13	28	1e-05
EIP@QPKBSVNQUS-1	AFB	NS	48.15	-0.14058027593869	4/3/14 14:22	8/13/13	28	1e-05
EIP@QPKBSVNQUS-2	AFB	LPS	47.71	-0.126256726107081	4/7/14 17:45	8/13/13	28	1e-05
EIP@QPKBSVNQUS-3	AFB	PAM3CSK4	47.06	-0.14108706673605	4/3/14 14:22	8/13/13	28	1e-05
EIP@QPKBSVNQUS-5	AFB	IAV	48.32	-0.0985106924589915	3/19/14 18:00	8/13/13	28	1e-05
EIP@OEKVAOUVFS-1	AFB	NS	47.95	-0.159981521473894	1/13/14 17:48	8/8/13	33	0.017969
EIP@OEKVAOUVFS-2	AFB	LPS	50.16	-0.0793311825353533	1/9/14 16:03	8/8/13	33	0.017969
EIP@OEKVAOUVFS-3	AFB	PAM3CSK4	47.4	-0.155206696927371	1/22/14 17:19	8/8/13	33	0.017969
EIP@OEKVAOUVFS-4	AFB	R848	46.99	-0.143441118806245	1/13/14 17:48	8/8/13	33	0.017969
EIP@OEKVAOUVFS-5	AFB	IAV	48.19	-0.129714237203775	1/9/14 16:03	8/8/13	33	0.017969
EIP@FPJXAPNGJR-1	AFB	NS	49.7554455714482	-0.13486934656432	2/11/14 18:08	8/13/13	25	1e-05
EIP@FPJXAPNGJR-3	AFB	PAM3CSK4	48.33	-0.131005996151475	2/6/14 14:18	8/13/13	25	1e-05
EIP@FPJXAPNGJR-4	AFB	R848	48.21	-0.141516721556522	2/6/14 14:18	8/13/13	25	1e-05
EIP@FPJXAPNGJR-5	AFB	IAV	48.47	-0.107801293621743	2/11/14 10:14	8/13/13	25	1e-05
EIP@TNDVDTNZIF-1	AFB	NS	49.76	-0.134350857560137	3/7/14 9:07	12/19/13	37	1e-05
EIP@TNDVDTNZIF-2	AFB	LPS	47.86	-0.152776197458872	3/11/14 15:48	12/19/13	37	1e-05
EIP@TNDVDTNZIF-3	AFB	PAM3CSK4	49.23	-0.131912740775911	3/7/14 9:07	12/19/13	37	1e-05
EIP@TNDVDTNZIF-4	AFB	R848	47.62	-0.138049353576253	3/11/14 15:48	12/19/13	37	1e-05
EIP@TNDVDTNZIF-5	AFB	IAV	47.77	-0.126338081005307	3/11/14 15:48	12/19/13	37	1e-05
EIP@ONIZBQTLLK-1	AFB	NS	49.48	-0.139130700688632	1/9/14 16:03	11/5/13	35	1e-05
EIP@ONIZBQTLLK-2	AFB	LPS	47.45	-0.174227059151196	1/13/14 17:48	11/5/13	35	1e-05
EIP@ONIZBQTLLK-3	AFB	PAM3CSK4	47.5	-0.134784425236324	1/13/14 17:48	11/5/13	35	1e-05
EIP@ONIZBQTLLK-4	AFB	R848	46.82	-0.149866687568834	1/13/14 17:48	11/5/13	35	1e-05
EIP@ONIZBQTLLK-5	AFB	IAV	47.83	-0.149452456775158	1/22/14 17:19	11/5/13	35	1e-05
EIP@IVHZNOUGHI-1	AFB	NS	51.18	-0.108414184798468	1/9/14 16:03	11/5/13	29	1e-05
EIP@IVHZNOUGHI-2	AFB	LPS	49.12	-0.11985736378904	1/9/14 16:03	11/5/13	29	1e-05
EIP@IVHZNOUGHI-3	AFB	PAM3CSK4	46.73	-0.152823017458466	1/22/14 17:19	11/5/13	29	1e-05
EIP@IVHZNOUGHI-4	AFB	R848	48.05	-0.111380319568047	1/9/14 16:03	11/5/13	29	1e-05
EIP@IVHZNOUGHI-5	AFB	IAV	47.4	-0.164726574442904	1/22/14 17:19	11/5/13	29	1e-05
EIP@WBRNYTIBQL-1	AFB	NS	49.7	-0.177316814657156	2/11/14 18:08	10/24/13	38	1e-05
EIP@WBRNYTIBQL-3	AFB	PAM3CSK4	48.3325820313064	-0.13367214375215	2/11/14 18:08	10/24/13	38	1e-05
EIP@WBRNYTIBQL-4	AFB	R848	48.64	-0.117808740520766	2/6/14 14:18	10/24/13	38	1e-05
EIP@WBRNYTIBQL-5	AFB	IAV	48.8295087521901	-0.154195252107383	2/6/14 14:18	10/24/13	38	1e-05
EIP@WRXJFFQDSE-1	AFB	NS	48.95	-0.142689229705493	2/6/14 14:18	10/24/13	27	1e-05
EIP@WRXJFFQDSE-2	AFB	LPS	48.84	-0.131990530836045	2/6/14 14:18	10/24/13	27	1e-05
EIP@WRXJFFQDSE-3	AFB	PAM3CSK4	48.17	-0.142647209868471	2/11/14 18:08	10/24/13	27	1e-05
EIP@WRXJFFQDSE-4	AFB	R848	47.67	-0.12948464760809	2/11/14 10:14	10/24/13	27	1e-05
EIP@WRXJFFQDSE-5	AFB	IAV	46.91	-0.159293349190845	1/22/14 17:19	10/24/13	27	1e-05
EIP@EVLYHISUNM-1	AFB	NS	48.89	-0.152507484479678	1/22/14 17:19	11/5/13	28	1e-05
EIP@EVLYHISUNM-2	AFB	LPS	47.54	-0.155716148483245	2/6/14 14:18	11/5/13	28	1e-05
EIP@EVLYHISUNM-3	AFB	PAM3CSK4	47.5152425765944	-0.133305158078813	2/11/14 18:08	11/5/13	28	1e-05
EIP@EVLYHISUNM-4	AFB	R848	46.95	-0.134978347847262	2/11/14 10:14	11/5/13	28	1e-05
EIP@EVLYHISUNM-5	AFB	IAV	48.9253936549934	-0.228531352240978	2/6/14 14:18	11/5/13	28	1e-05
EIP@YHVPBZWUIX-1	AFB	NS	49.65	-0.144127390787453	3/7/14 9:07	1/9/14	41	0.012547
EIP@YHVPBZWUIX-2	AFB	LPS	47.21	-0.177503818306646	3/11/14 15:48	1/9/14	41	0.012547
EIP@YHVPBZWUIX-3	AFB	PAM3CSK4	48.7	-0.108220396160892	3/6/14 18:41	1/9/14	41	0.012547
EIP@YHVPBZWUIX-4	AFB	R848	48.92	-0.108671401582552	3/19/14 17:59	1/9/14	41	0.012547
EIP@YHVPBZWUIX-5	AFB	IAV	46.81	-0.147880451544628	3/11/14 15:48	1/9/14	41	0.012547
EIP@RFHNLQKYET-1	AFB	NS	48.81	-0.137826914864071	1/22/14 17:19	10/22/13	44	1e-05
EIP@RFHNLQKYET-2	AFB	LPS	48.38	-0.134121663295635	 	10/22/13	44	1e-05
EIP@RFHNLQKYET-3	AFB	PAM3CSK4	47.11	-0.137900868755331	2/6/14 14:18	10/22/13	44	1e-05
EIP@RFHNLQKYET-4	AFB	R848	48.66	-0.108287338990633	2/11/14 18:08	10/22/13	44	1e-05
EIP@RFHNLQKYET-5	AFB	IAV	48.77	-0.11722770164225	2/6/14 14:18	10/22/13	44	1e-05
EIP@ASEBSZGQTQ-1	AFB	NS	47.85	-0.169413468707279	2/6/14 14:18	10/22/13	30	1e-05
EIP@ASEBSZGQTQ-2	AFB	LPS	48.39	-0.127962245009191	2/11/14 10:14	10/22/13	30	1e-05
EIP@ASEBSZGQTQ-3	AFB	PAM3CSK4	48.6	-0.128782792629365	2/11/14 18:08	10/22/13	30	1e-05
EIP@ASEBSZGQTQ-4	AFB	R848	46.88	-0.160347576227182	1/22/14 17:19	10/22/13	30	1e-05
EIP@ASEBSZGQTQ-5	AFB	IAV	48.52	-0.119943212052634	2/6/14 14:18	10/22/13	30	1e-05
EIP@JCZZKSTDMH-1	AFB	NS	48.91	-0.168158452014705	1/22/14 17:19	9/27/13	34	1e-05
EIP@JCZZKSTDMH-2	AFB	LPS	48.49	-0.130475435492384	2/11/14 10:14	9/27/13	34	1e-05
EIP@JCZZKSTDMH-3	AFB	PAM3CSK4	48.11	-0.139656985354122	2/11/14 18:08	9/27/13	34	1e-05
EIP@JCZZKSTDMH-4	AFB	R848	48.2	-0.129942287283814	2/6/14 14:18	9/27/13	34	1e-05
EIP@JCZZKSTDMH-5	AFB	IAV	46.98	-0.14125955419792	2/6/14 14:18	9/27/13	34	1e-05
EIP@RYGNUGBKYG-1	AFB	NS	50.04	-0.119255246749231	2/6/14 14:18	10/1/13	24	1e-05
EIP@RYGNUGBKYG-2	AFB	LPS	48.3770429955643	-0.154561925029478	2/11/14 18:08	10/1/13	24	1e-05
EIP@RYGNUGBKYG-3	AFB	PAM3CSK4	47.09	-0.172576275860225	1/22/14 17:19	10/1/13	24	1e-05
EIP@RYGNUGBKYG-4	AFB	R848	48.0533839152497	-0.117159582583814	2/11/14 10:14	10/1/13	24	1e-05
EIP@RYGNUGBKYG-5	AFB	IAV	47.51	-0.136765951502752	2/6/14 14:18	10/1/13	24	1e-05
EIP@WCMSGNEXPR-1	AFB	NS	50.02	-0.134844755156665	2/6/14 14:18	11/5/13	29	1e-05
EIP@WCMSGNEXPR-2	AFB	LPS	49.0286989096992	-0.15518830035379	2/11/14 18:08	11/5/13	29	1e-05
EIP@WCMSGNEXPR-3	AFB	PAM3CSK4	47.7046106503673	-0.138256825014552	2/6/14 14:20	11/5/13	29	1e-05
EIP@WCMSGNEXPR-4	AFB	R848	47.546742455389	-0.146497898218153	1/22/14 17:19	11/5/13	29	1e-05
EIP@WCMSGNEXPR-5	AFB	IAV	48.15	-0.124779725843241	2/11/14 10:14	11/5/13	29	1e-05
EIP@PGPTLBZCWQ-1	AFB	NS	47.99	-0.162537918175929	4/3/14 14:22	9/27/13	32	1e-05
EIP@PGPTLBZCWQ-2	AFB	LPS	47.31	-0.176145033287517	4/7/14 17:45	9/27/13	32	1e-05
EIP@PGPTLBZCWQ-3	AFB	PAM3CSK4	47.05	-0.15585221589925	4/3/14 14:22	9/27/13	32	1e-05
EIP@PGPTLBZCWQ-5	AFB	IAV	47.01	-0.151946403634561	4/7/14 17:45	9/27/13	32	1e-05
EIP@GRUVJQSJZM-1	AFB	NS	48.71	-0.147390359995549	3/11/14 15:48	1/9/14	26	1e-05
EIP@GRUVJQSJZM-2	AFB	LPS	47.83	-0.154954281743167	3/11/14 15:48	1/9/14	26	1e-05
EIP@GRUVJQSJZM-3	AFB	PAM3CSK4	49.08	-0.11748368777763	3/7/14 9:07	1/9/14	26	1e-05
EIP@GRUVJQSJZM-4	AFB	R848	48.57	-0.10068517340826	3/19/14 17:59	1/9/14	26	1e-05
EIP@GRUVJQSJZM-5	AFB	IAV	49.13	-0.0972606597518488	3/6/14 18:41	1/9/14	26	1e-05
EIP@NYWWAZEOHF-1	AFB	NS	48.51	-0.154024168742097	2/6/14 14:20	11/5/13	37	0.021286
EIP@NYWWAZEOHF-2	AFB	LPS	48.38	-0.130159884335617	2/11/14 18:08	11/5/13	37	0.021286
EIP@NYWWAZEOHF-3	AFB	PAM3CSK4	47.53	-0.154975511781239	1/22/14 17:19	11/5/13	37	0.021286
EIP@NYWWAZEOHF-4	AFB	R848	48.82	-0.118736651902349	2/6/14 14:18	11/5/13	37	0.021286
EIP@NYWWAZEOHF-5	AFB	IAV	48.04	-0.133491449882831	2/11/14 18:08	11/5/13	37	0.021286
EIP@MULBUEXFOV-1	AFB	NS	48.91	-0.136786547895312	2/11/14 18:08	10/24/13	36	1e-05
EIP@MULBUEXFOV-2	AFB	LPS	48.3	-0.157695738695013	2/6/14 14:18	10/24/13	36	1e-05
EIP@MULBUEXFOV-3	AFB	PAM3CSK4	48.08	-0.145806828266089	1/22/14 17:19	10/24/13	36	1e-05
EIP@MULBUEXFOV-4	AFB	R848	48.05	-0.140428956219204	2/6/14 14:20	10/24/13	36	1e-05
EIP@MULBUEXFOV-5	AFB	IAV	49.47	-0.080527303895913	2/13/14 8:57	10/24/13	36	1e-05
EIP@XDROEHQPNY-1	AFB	NS	48.6	-0.148194670740121	3/11/14 15:48	1/16/14	24	1e-05
EIP@XDROEHQPNY-2	AFB	LPS	47.73	-0.149389977577852	3/11/14 15:48	1/16/14	24	1e-05
EIP@XDROEHQPNY-3	AFB	PAM3CSK4	49	-0.114363481847672	3/7/14 9:07	1/16/14	24	1e-05
EIP@XDROEHQPNY-4	AFB	R848	48.42	-0.124665295627424	3/19/14 17:59	1/16/14	24	1e-05
EIP@XDROEHQPNY-5	AFB	IAV	48.79	-0.109959588529592	3/6/14 18:41	1/16/14	24	1e-05
EIP@BQESTUPRFG-1	AFB	NS	48.19	-0.148801556509153	4/7/14 17:43	1/16/14	38	0.011741
EIP@BQESTUPRFG-2	AFB	LPS	48.78	-0.107922966874986	3/19/14 18:00	1/16/14	38	0.011741
EIP@BQESTUPRFG-3	AFB	PAM3CSK4	47.69	-0.137554065773368	4/7/14 17:45	1/16/14	38	0.011741
EIP@BQESTUPRFG-4	AFB	R848	47.3	-0.137605857750482	4/7/14 17:45	1/16/14	38	0.011741
EIP@BQESTUPRFG-5	AFB	IAV	47.7	-0.117239120826183	4/7/14 17:45	1/16/14	38	0.011741
EIP@CLLGVWCFGV-1	AFB	NS	47.55	-0.167091606445304	4/3/14 14:22	1/16/14	35	1e-05
EIP@CLLGVWCFGV-2	AFB	LPS	49.04	-0.125530267196525	3/19/14 18:00	1/16/14	35	1e-05
EIP@CLLGVWCFGV-3	AFB	PAM3CSK4	47.39	-0.161886136615394	4/7/14 17:45	1/16/14	35	1e-05
EIP@CLLGVWCFGV-4	AFB	R848	47.34	-0.154249932383116	4/7/14 17:45	1/16/14	35	1e-05
EIP@CLLGVWCFGV-5	AFB	IAV	46.76	-0.162134251967354	4/7/14 17:45	1/16/14	35	1e-05
EIP@VPUJXFGCAJ-1	AFB	NS	49.31	-0.167979119527975	3/11/14 15:48	1/9/14	30	1e-05
EIP@VPUJXFGCAJ-2	AFB	LPS	46.96	-0.150813846401743	3/11/14 15:48	1/9/14	30	1e-05
EIP@VPUJXFGCAJ-3	AFB	PAM3CSK4	48.59	-0.112006070577637	3/7/14 13:26	1/9/14	30	1e-05
EIP@VPUJXFGCAJ-4	AFB	R848	47.92	-0.170492702522438	3/19/14 17:59	1/9/14	30	1e-05
EIP@VPUJXFGCAJ-5	AFB	IAV	48.99	-0.153377903584962	3/6/14 18:41	1/9/14	30	1e-05
EIP@NJKIERTHIU-1	AFB	NS	48.88	-0.169784010778198	3/11/14 15:48	1/16/14	38	1e-05
EIP@NJKIERTHIU-2	AFB	LPS	47.84	-0.14061973330939	3/11/14 15:48	1/16/14	38	1e-05
EIP@NJKIERTHIU-3	AFB	PAM3CSK4	48.71	-0.109350739436916	3/7/14 13:26	1/16/14	38	1e-05
EIP@NJKIERTHIU-4	AFB	R848	47.55	-0.118442039892225	3/19/14 17:59	1/16/14	38	1e-05
EIP@NJKIERTHIU-5	AFB	IAV	46.16	-0.132582409094033	3/6/14 18:41	1/16/14	38	1e-05
EIP@FWHTMZVJTK-1	AFB	NS	48.11	-0.162990807316151	4/3/14 14:22	2/4/14	41	1e-05
EIP@FWHTMZVJTK-2	AFB	LPS	47.76	-0.119865947460335	3/19/14 18:00	2/4/14	41	1e-05
EIP@FWHTMZVJTK-3	AFB	PAM3CSK4	47.4	-0.131622360664996	4/7/14 17:45	2/4/14	41	1e-05
EIP@FWHTMZVJTK-4	AFB	R848	47.57	-0.120252704727782	4/14/14 17:43	2/4/14	41	1e-05
EIP@FWHTMZVJTK-5	AFB	IAV	48.2	-0.106908622730928	4/14/14 17:43	2/4/14	41	1e-05
EIP@TMCICZZBFS-1	AFB	NS	48.86	-0.157469652877421	4/7/14 17:45	10/29/13	33	1e-05
EIP@TMCICZZBFS-2	AFB	LPS	48.29	-0.118106269077877	3/19/14 18:00	10/29/13	33	1e-05
EIP@TMCICZZBFS-3	AFB	PAM3CSK4	46.67	-0.167761800075458	4/7/14 17:45	10/29/13	33	1e-05
EIP@TMCICZZBFS-5	AFB	IAV	48.63	-0.119424729525937	4/14/14 17:43	10/29/13	33	1e-05
EIP@VCHPPHXPDV-1	AFB	NS	50.41	-0.209344029598441	3/19/14 17:59	1/16/14	27	1e-05
EIP@VCHPPHXPDV-2	AFB	LPS	48.63	-0.112952716067949	3/19/14 17:59	1/16/14	27	1e-05
EIP@VCHPPHXPDV-3	AFB	PAM3CSK4	49.08	-0.127539987260652	3/7/14 9:07	1/16/14	27	1e-05
EIP@VCHPPHXPDV-4	AFB	R848	48.63	-0.132566647417744	3/6/14 18:41	1/16/14	27	1e-05
EIP@VCHPPHXPDV-5	AFB	IAV	48.83	-0.132600689716214	3/7/14 9:07	1/16/14	27	1e-05
EIP@GFDHUTEWGL-1	AFB	NS	49.35	-0.15285815462073	3/19/14 17:59	1/16/14	32	1e-05
EIP@GFDHUTEWGL-3	AFB	PAM3CSK4	48.17	-0.1265055481114	3/11/14 15:48	1/16/14	32	1e-05
EIP@GFDHUTEWGL-4	AFB	R848	48.38	-0.138417722874039	3/6/14 18:41	1/16/14	32	1e-05
EIP@GFDHUTEWGL-5	AFB	IAV	48.99	-0.102701211856682	3/7/14 9:07	1/16/14	32	1e-05
EIP@IYZSBNMGAN-1	AFB	NS	49.6	-0.138323849827883	3/19/14 17:59	1/23/14	28	0.099014
EIP@IYZSBNMGAN-2	AFB	LPS	49.48	-0.125083349565944	3/19/14 17:59	1/23/14	28	0.099014
EIP@IYZSBNMGAN-3	AFB	PAM3CSK4	48.33	-0.157123273519714	3/11/14 15:48	1/23/14	28	0.099014
EIP@IYZSBNMGAN-4	AFB	R848	48.45	-0.12000388754556	3/6/14 18:41	1/23/14	28	0.099014
EIP@IYZSBNMGAN-5	AFB	IAV	48.95	-0.124747873805258	3/7/14 9:07	1/23/14	28	0.099014
EIP@UTKUATLYBF-1	AFB	NS	48.93	-0.140766319942212	4/7/14 17:45	1/21/14	30	1e-05
EIP@UTKUATLYBF-2	AFB	LPS	48.8	-0.112164676770919	3/19/14 18:00	1/21/14	30	1e-05
EIP@UTKUATLYBF-3	AFB	PAM3CSK4	47.43	-0.151188973161265	4/3/14 14:22	1/21/14	30	1e-05
EIP@UTKUATLYBF-4	AFB	R848	47.73	-0.133511300481199	4/7/14 17:43	1/21/14	30	1e-05
EIP@UTKUATLYBF-5	AFB	IAV	48.98	-0.119768316676314	4/14/14 17:43	1/21/14	30	1e-05
EIP@AOCJWLFCBJ-1	AFB	NS	48.61	-0.141199248210065	4/7/14 17:45	1/21/14	31	1e-05
EIP@AOCJWLFCBJ-2	AFB	LPS	48.05	-0.141034795486404	4/7/14 17:45	1/21/14	31	1e-05
EIP@AOCJWLFCBJ-3	AFB	PAM3CSK4	47	-0.141178706241475	4/3/14 14:22	1/21/14	31	1e-05
EIP@AOCJWLFCBJ-4	AFB	R848	47.27	-0.151328731781706	4/3/14 14:22	1/21/14	31	1e-05
EIP@AOCJWLFCBJ-5	AFB	IAV	48.58	-0.107210817386581	4/14/14 17:43	1/21/14	31	1e-05
EIP@WWJKWFQYCN-1	AFB	NS	49.15	-0.131775596497075	3/19/14 17:59	1/9/14	36	1e-05
EIP@WWJKWFQYCN-2	AFB	LPS	48.61	-0.162798986440078	3/19/14 17:59	1/9/14	36	1e-05
EIP@WWJKWFQYCN-3	AFB	PAM3CSK4	47.79	-0.146306332309634	3/11/14 15:48	1/9/14	36	1e-05
EIP@WWJKWFQYCN-5	AFB	IAV	49.03	-0.0967020274606443	3/7/14 9:07	1/9/14	36	1e-05
EIP@TQFKFZMFCR-1	AFB	NS	49.38	-0.157764558957465	3/19/14 17:59	1/23/14	39	1e-05
EIP@TQFKFZMFCR-2	AFB	LPS	48.95	-0.129936023075982	3/19/14 17:59	1/23/14	39	1e-05
EIP@TQFKFZMFCR-3	AFB	PAM3CSK4	48.02	-0.142762600175933	3/11/14 15:48	1/23/14	39	1e-05
EIP@TQFKFZMFCR-4	AFB	R848	48.75	-0.115117518648382	3/6/14 18:41	1/23/14	39	1e-05
EIP@TQFKFZMFCR-5	AFB	IAV	49.38	-0.10436546648457	3/7/14 9:07	1/23/14	39	1e-05
EIP@MIRHDLRNVI-1	AFB	NS	48.74	-0.239304602275875	1/22/14 17:19	9/17/13	37	1e-05
EIP@MIRHDLRNVI-2	AFB	LPS	49.34	-0.221420446761808	2/11/14 18:08	9/17/13	37	1e-05
EIP@MIRHDLRNVI-3	AFB	PAM3CSK4	48.77	-0.203622299033818	2/6/14 14:18	9/17/13	37	1e-05
EIP@MIRHDLRNVI-4	AFB	R848	48.78	-0.223677794690181	2/11/14 18:08	9/17/13	37	1e-05
EIP@MIRHDLRNVI-5	AFB	IAV	48.0813756082871	-0.177973377390428	2/6/14 14:20	9/17/13	37	1e-05
EIP@JWMATSLZJE-1	AFB	NS	49.01	-0.15606376528738	3/11/14 15:48	1/23/14	38	0.059039
EIP@JWMATSLZJE-2	AFB	LPS	49.19	-0.144404571471581	3/6/14 18:41	1/23/14	38	0.059039
EIP@JWMATSLZJE-3	AFB	PAM3CSK4	48.41	-0.150484251243508	3/11/14 15:48	1/23/14	38	0.059039
EIP@JWMATSLZJE-4	AFB	R848	47.53	-0.156955864909747	3/11/14 15:48	1/23/14	38	0.059039
EIP@JWMATSLZJE-5	AFB	IAV	49.8	-0.120542638076303	3/19/14 17:59	1/23/14	38	0.059039
EIP@LFVJUQISVR-1	AFB	NS	47.6	-0.161928661860884	2/11/14 10:14	9/19/13	35	1e-05
EIP@LFVJUQISVR-2	AFB	LPS	46.2524409932122	-0.178648195505718	1/22/14 17:19	9/19/13	35	1e-05
EIP@LFVJUQISVR-3	AFB	PAM3CSK4	48.18	-0.114811794839823	2/6/14 14:18	9/19/13	35	1e-05
EIP@LFVJUQISVR-4	AFB	R848	47.7853273464594	-0.130618230601742	2/11/14 18:08	9/19/13	35	1e-05
EIP@LFVJUQISVR-5	AFB	IAV	47.8516665082914	-0.126080739131625	2/11/14 18:08	9/19/13	35	1e-05
EIP@MOQYRQKPVB-1	AFB	NS	48.7317006682316	-0.148406148818174	2/6/14 14:18	9/17/13	31	1e-05
EIP@MOQYRQKPVB-2	AFB	LPS	47.0488184806705	-0.152982515866154	2/6/14 14:20	9/17/13	31	1e-05
EIP@MOQYRQKPVB-3	AFB	PAM3CSK4	48.33	-0.153459692855616	 	9/17/13	31	1e-05
EIP@MOQYRQKPVB-4	AFB	R848	48.5955902582575	-0.128190800484863	2/11/14 18:08	9/17/13	31	1e-05
EIP@MOQYRQKPVB-5	AFB	IAV	48.1169425024488	-0.121195649695447	2/11/14 18:08	9/17/13	31	1e-05
EIP@KWVDISKZCS-1	AFB	NS	48.92	-0.147551807264347	4/7/14 17:45	2/4/14	30	1e-05
EIP@KWVDISKZCS-2	AFB	LPS	47.74	-0.138424717946579	4/7/14 17:45	2/4/14	30	1e-05
EIP@KWVDISKZCS-3	AFB	PAM3CSK4	47.9208188710264	-0.12531609866465	4/3/14 14:22	2/4/14	30	1e-05
EIP@KWVDISKZCS-4	AFB	R848	46.1	-0.172091756171735	4/7/14 17:43	2/4/14	30	1e-05
EIP@KWVDISKZCS-5	AFB	IAV	49.84	-0.150151086313524	4/14/14 17:43	2/4/14	30	1e-05
EIP@YSBVDOSAUV-1	AFB	NS	48.24	-0.161304166529285	3/11/14 15:48	1/28/14	33	1e-05
EIP@YSBVDOSAUV-2	AFB	LPS	48.7	-0.145695859039863	3/6/14 18:41	1/28/14	33	1e-05
EIP@YSBVDOSAUV-3	AFB	PAM3CSK4	48.51	-0.113026325165014	3/19/14 17:59	1/28/14	33	1e-05
EIP@YSBVDOSAUV-4	AFB	R848	47.56	-0.134543981750473	3/11/14 15:48	1/28/14	33	1e-05
EIP@YSBVDOSAUV-5	AFB	IAV	48.29	-0.102665657815149	3/19/14 17:59	1/28/14	33	1e-05
EIP@CHRHRKPZMN-1	AFB	NS	48.64	-0.141599629916044	4/7/14 17:45	1/28/14	36	1e-05
EIP@CHRHRKPZMN-2	AFB	LPS	48.57	-0.120171682863542	4/14/14 17:43	1/28/14	36	1e-05
EIP@CHRHRKPZMN-4	AFB	R848	47.71	-0.115313989849041	4/3/14 14:22	1/28/14	36	1e-05
EIP@CHRHRKPZMN-5	AFB	IAV	48.21	-0.113426119912587	4/7/14 17:45	1/28/14	36	1e-05
EIP@WETSZRHFTP-1	AFB	NS	47.26	-0.19154203198114	4/7/14 17:45	1/28/14	41	1e-05
EIP@WETSZRHFTP-2	AFB	LPS	47.86	-0.139091902835156	4/3/14 14:22	1/28/14	41	1e-05
EIP@WETSZRHFTP-3	AFB	PAM3CSK4	46.42	-0.171079302074156	4/7/14 17:43	1/28/14	41	1e-05
EIP@WETSZRHFTP-4	AFB	R848	48.45	-0.111604030129671	3/19/14 18:00	1/28/14	41	1e-05
EIP@WETSZRHFTP-5	AFB	IAV	47.6	-0.121032689072541	4/7/14 17:45	1/28/14	41	1e-05
EIP@HJHLORELQS-1	AFB	NS	49	-0.196464496360448	4/7/14 17:45	1/28/14	33	1e-05
EIP@HJHLORELQS-2	AFB	LPS	48	-0.127468680193971	4/3/14 14:22	1/28/14	33	1e-05
EIP@HJHLORELQS-3	AFB	PAM3CSK4	47.93	-0.194094769044334	4/7/14 17:45	1/28/14	33	1e-05
EIP@HJHLORELQS-4	AFB	R848	48.22	-0.104941453844985	3/19/14 18:00	1/28/14	33	1e-05
EIP@HJHLORELQS-5	AFB	IAV	47.2	-0.130899531969126	4/7/14 17:45	1/28/14	33	1e-05
EIP@TJPKITVKBF-1	AFB	NS	47.8	-0.169869425553051	4/7/14 17:45	1/28/14	28	1e-05
EIP@TJPKITVKBF-2	AFB	LPS	47.9	-0.136245350585446	4/3/14 14:22	1/28/14	28	1e-05
EIP@TJPKITVKBF-3	AFB	PAM3CSK4	48.5	-0.133202477197965	4/14/14 17:43	1/28/14	28	1e-05
EIP@TJPKITVKBF-4	AFB	R848	49.51	-0.10385955146713	3/31/14 16:20	1/28/14	28	1e-05
EIP@TJPKITVKBF-5	AFB	IAV	47.68	-0.129268907586234	4/7/14 17:45	1/28/14	28	1e-05
EIP@SPIMUUHDBI-1	AFB	NS	48.78	-0.143516737839011	3/11/14 15:48	1/28/14	30	1e-05
EIP@SPIMUUHDBI-2	AFB	LPS	48.82	-0.121043556934575	3/6/14 18:41	1/28/14	30	1e-05
EIP@SPIMUUHDBI-3	AFB	PAM3CSK4	48.48	-0.125690379913532	3/19/14 17:59	1/28/14	30	1e-05
EIP@SPIMUUHDBI-4	AFB	R848	46.52	-0.154358148935084	3/11/14 15:48	1/28/14	30	1e-05
EIP@SPIMUUHDBI-5	AFB	IAV	48.96	-0.112327976033596	3/19/14 17:59	1/28/14	30	1e-05
EIP@QZMDXAODRB-1	AFB	NS	48.5	-0.153889249699625	3/11/14 15:48	1/28/14	29	0.039094
EIP@QZMDXAODRB-2	AFB	LPS	49.51	-0.128473375425974	3/6/14 18:41	1/28/14	29	0.039094
EIP@QZMDXAODRB-3	AFB	PAM3CSK4	49.17	-0.222409543873747	3/19/14 17:59	1/28/14	29	0.039094
EIP@QZMDXAODRB-4	AFB	R848	47.14	-0.154767637548792	3/11/14 15:48	1/28/14	29	0.039094
EIP@QZMDXAODRB-5	AFB	IAV	48.97	-0.108289361281246	3/19/14 17:59	1/28/14	29	0.039094
EIP@JWYFZHIDVT-1	AFB	NS	48.78	-0.14454948653338	4/7/14 17:45	1/28/14	31	1e-05
